accession-ID	virus_subfamily	virus_genus	clade	length	virus_name	virus_full_name	host_species	host_common_name	virus_clade
GQ368252	Parvovirinae	Dependoparvovirus	-	4684	Avian-AAV	Avian adeno-associated virus	Gallus gallus	Domestic chicken	Avian
HV956007	Parvovirinae	Dependoparvovirus	-	789	Avian-AAV	Avian adeno-associated virus ATCC VR-865	Gallus gallus	Domestic chicken	Avian
HV956010	Parvovirinae	Dependoparvovirus	-	723	Avian-AAV	Avian adeno-associated virus strain DA-1	Gallus gallus	Domestic chicken	Avian
HZ796981	Parvovirinae	Dependoparvovirus	-	789	Avian-AAV	Avian adeno-associated virus ATCC VR-865	Gallus gallus	Domestic chicken	Avian
HZ796984	Parvovirinae	Dependoparvovirus	-	723	Avian-AAV	Avian adeno-associated virus strain DA-1	Gallus gallus	Domestic chicken	Avian
KF937794	Parvovirinae	Dependoparvovirus	-	4682	Avian-AAV	Avian adeno-associated virus	Gallus gallus	Domestic chicken	Avian
NC_004828	Parvovirinae	Dependoparvovirus	-	4694	Avian-AAV	Avian adeno-associated virus ATCC VR-865	Gallus gallus	Domestic chicken	Avian
AF166102	Parvovirinae	Dependoparvovirus	-	539	GPV	Goose parvovirus	-		Avian
AF166103	Parvovirinae	Dependoparvovirus	-	539	GPV	Goose parvovirus	-		Avian
AF166104	Parvovirinae	Dependoparvovirus	-	539	GPV	Goose parvovirus	-		Avian
AF166105	Parvovirinae	Dependoparvovirus	-	539	GPV	Goose parvovirus	-		Avian
AF166106	Parvovirinae	Dependoparvovirus	-	539	GPV	Goose parvovirus	-		Avian
AF166107	Parvovirinae	Dependoparvovirus	-	539	GPV	Goose parvovirus	-		Avian
AF416726	Parvovirinae	Dependoparvovirus	-	4101	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
AX496957	Parvovirinae	Dependoparvovirus	-	1884	GPV	Goose parvovirus	-		Avian
AX496961	Parvovirinae	Dependoparvovirus	-	1386	GPV	Goose parvovirus	-		Avian
AX703466	Parvovirinae	Dependoparvovirus	-	1884	GPV	Goose parvovirus	-		Avian
AX703470	Parvovirinae	Dependoparvovirus	-	1386	GPV	Goose parvovirus	-		Avian
AX720906	Parvovirinae	Dependoparvovirus	-	1884	GPV	Goose parvovirus	-		Avian
AX720910	Parvovirinae	Dependoparvovirus	-	1386	GPV	Goose parvovirus	-		Avian
AX925295	Parvovirinae	Dependoparvovirus	-	1884	GPV	Goose parvovirus	-		Avian
AX925299	Parvovirinae	Dependoparvovirus	-	1386	GPV	Goose parvovirus	-		Avian
AX925554	Parvovirinae	Dependoparvovirus	-	1884	GPV	Goose parvovirus	-		Avian
AX925558	Parvovirinae	Dependoparvovirus	-	1386	GPV	Goose parvovirus	-		Avian
AY382883	Parvovirinae	Dependoparvovirus	-	2199	GPV	Goose parvovirus	-		Avian
AY382884	Parvovirinae	Dependoparvovirus	-	2199	GPV	Goose parvovirus	-		Avian
AY382885	Parvovirinae	Dependoparvovirus	-	2199	GPV	Goose parvovirus	-		Avian
AY382886	Parvovirinae	Dependoparvovirus	-	2199	GPV	Goose parvovirus	-		Avian
AY382887	Parvovirinae	Dependoparvovirus	-	2199	GPV	Goose parvovirus	-		Avian
AY382888	Parvovirinae	Dependoparvovirus	-	2199	GPV	Goose parvovirus	-		Avian
AY382889	Parvovirinae	Dependoparvovirus	-	2199	GPV	Goose parvovirus	-		Avian
AY506546	Parvovirinae	Dependoparvovirus	-	1884	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
AY506547	Parvovirinae	Dependoparvovirus	-	2199	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
AY512830	Parvovirinae	Dependoparvovirus	-	2199	GPV	Goose parvovirus	-		Avian
BD293521	Parvovirinae	Dependoparvovirus	-	1884	GPV	Goose parvovirus	-		Avian
BD293523	Parvovirinae	Dependoparvovirus	-	1386	GPV	Goose parvovirus	-		Avian
DQ175641	Parvovirinae	Dependoparvovirus	-	806	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
DQ175642	Parvovirinae	Dependoparvovirus	-	806	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
DQ175643	Parvovirinae	Dependoparvovirus	-	806	GPV	Goose parvovirus	Anas platyrhynchos	Mallard	Avian
DQ175644	Parvovirinae	Dependoparvovirus	-	806	GPV	Goose parvovirus	Cairina moschata	Muscovy duck 	Avian
DQ175645	Parvovirinae	Dependoparvovirus	-	806	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
DQ175646	Parvovirinae	Dependoparvovirus	-	806	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
DQ175647	Parvovirinae	Dependoparvovirus	-	806	GPV	Goose parvovirus	-		Avian
DQ175648	Parvovirinae	Dependoparvovirus	-	806	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
DQ175649	Parvovirinae	Dependoparvovirus	-	806	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
DQ175650	Parvovirinae	Dependoparvovirus	-	806	GPV	Goose parvovirus	-		Avian
DQ175651	Parvovirinae	Dependoparvovirus	-	806	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
DQ175652	Parvovirinae	Dependoparvovirus	-	806	GPV	Goose parvovirus	Anas platyrhynchos	Mallard	Avian
DQ175653	Parvovirinae	Dependoparvovirus	-	806	GPV	Goose parvovirus	-		Avian
DQ175654	Parvovirinae	Dependoparvovirus	-	806	GPV	Goose parvovirus	-		Avian
DQ175655	Parvovirinae	Dependoparvovirus	-	806	GPV	Goose parvovirus	-		Avian
DQ175656	Parvovirinae	Dependoparvovirus	-	806	GPV	Goose parvovirus	Cairina moschata	Muscovy duck 	Avian
DQ175657	Parvovirinae	Dependoparvovirus	-	1764	GPV	Goose parvovirus	Cairina moschata	Muscovy duck 	Avian
DQ175658	Parvovirinae	Dependoparvovirus	-	806	GPV	Goose parvovirus	Cairina moschata	Muscovy duck 	Avian
DQ299421	Parvovirinae	Dependoparvovirus	-	1605	GPV	Goose parvovirus	-		Avian
DQ424911	Parvovirinae	Dependoparvovirus	-	1605	GPV	Goose parvovirus	-		Avian
DQ665790	Parvovirinae	Dependoparvovirus	-	1605	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
EF014898	Parvovirinae	Dependoparvovirus	-	1605	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
EF014899	Parvovirinae	Dependoparvovirus	-	1605	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
EF014900	Parvovirinae	Dependoparvovirus	-	1605	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
EF014901	Parvovirinae	Dependoparvovirus	-	1605	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
EF014902	Parvovirinae	Dependoparvovirus	-	1605	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
EF014903	Parvovirinae	Dependoparvovirus	-	1605	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
EF014904	Parvovirinae	Dependoparvovirus	-	1605	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
EF014905	Parvovirinae	Dependoparvovirus	-	1605	GPV	Goose parvovirus	-		Avian
EF427928	Parvovirinae	Dependoparvovirus	-	1646	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
EF515837	Parvovirinae	Dependoparvovirus	-	4101	GPV	Goose parvovirus	Cairina moschata	Muscovy duck 	Avian
EF661584	Parvovirinae	Dependoparvovirus	-	1764	GPV	Goose parvovirus	-		Avian
EU022755	Parvovirinae	Dependoparvovirus	-	1884	GPV	Goose parvovirus	-		Avian
EU088101	Parvovirinae	Dependoparvovirus	-	2199	GPV	Goose parvovirus	-		Avian
EU088102	Parvovirinae	Dependoparvovirus	-	2199	GPV	Goose parvovirus	-		Avian
EU088103	Parvovirinae	Dependoparvovirus	-	2199	GPV	Goose parvovirus	-		Avian
EU088104	Parvovirinae	Dependoparvovirus	-	594	GPV	Goose parvovirus	-		Avian
EU088105	Parvovirinae	Dependoparvovirus	-	594	GPV	Goose parvovirus	-		Avian
EU218524	Parvovirinae	Dependoparvovirus	-	1605	GPV	Goose parvovirus	-		Avian
EU253479	Parvovirinae	Dependoparvovirus	-	1884	GPV	Goose parvovirus	-		Avian
EU583389	Parvovirinae	Dependoparvovirus	-	4980	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
EU583390	Parvovirinae	Dependoparvovirus	-	5050	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
EU583391	Parvovirinae	Dependoparvovirus	-	5054	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
EU583392	Parvovirinae	Dependoparvovirus	-	5104	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
FJ158588	Parvovirinae	Dependoparvovirus	-	1605	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
FJ240170	Parvovirinae	Dependoparvovirus	-	1605	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
FJ240171	Parvovirinae	Dependoparvovirus	-	1605	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
FJ240172	Parvovirinae	Dependoparvovirus	-	1605	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
GQ253324	Parvovirinae	Dependoparvovirus	-	1581	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
GQ392034	Parvovirinae	Dependoparvovirus	-	1605	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
GQ457900	Parvovirinae	Dependoparvovirus	-	1704	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
GQ457901	Parvovirinae	Dependoparvovirus	-	1694	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
GQ457902	Parvovirinae	Dependoparvovirus	-	1695	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
GQ457903	Parvovirinae	Dependoparvovirus	-	1707	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
GQ457904	Parvovirinae	Dependoparvovirus	-	1694	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
GQ457905	Parvovirinae	Dependoparvovirus	-	1698	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
GQ457906	Parvovirinae	Dependoparvovirus	-	1718	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
GQ457907	Parvovirinae	Dependoparvovirus	-	1725	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
GQ457908	Parvovirinae	Dependoparvovirus	-	833	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
GQ468402	Parvovirinae	Dependoparvovirus	-	1520	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
GQ468403	Parvovirinae	Dependoparvovirus	-	1523	GPV	Goose parvovirus	Cairina moschata	Muscovy duck 	Avian
GQ468404	Parvovirinae	Dependoparvovirus	-	1518	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
GQ468405	Parvovirinae	Dependoparvovirus	-	988	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
GQ468406	Parvovirinae	Dependoparvovirus	-	976	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
GQ468407	Parvovirinae	Dependoparvovirus	-	782	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
GQ468408	Parvovirinae	Dependoparvovirus	-	1523	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
GQ468409	Parvovirinae	Dependoparvovirus	-	1522	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
GQ468410	Parvovirinae	Dependoparvovirus	-	1579	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
GQ468411	Parvovirinae	Dependoparvovirus	-	892	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
GQ468412	Parvovirinae	Dependoparvovirus	-	1526	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
GQ468413	Parvovirinae	Dependoparvovirus	-	1521	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
GQ468414	Parvovirinae	Dependoparvovirus	-	893	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
HQ891825	Parvovirinae	Dependoparvovirus	-	5106	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
JB292194	Parvovirinae	Dependoparvovirus	-	5106	GPV	Goose parvovirus	-		Avian
JF333590	Parvovirinae	Dependoparvovirus	-	5106	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
JF926695	Parvovirinae	Dependoparvovirus	-	4129	GPV	Goose parvovirus-PT	Cairina moschata	Muscovy duck 	Avian
JF926696	Parvovirinae	Dependoparvovirus	-	4126	GPV	Goose parvovirus	Cairina moschata	Muscovy duck 	Avian
JN836326	Parvovirinae	Dependoparvovirus	-	1605	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
JQ409356	Parvovirinae	Dependoparvovirus	-	1884	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
KC178571	Parvovirinae	Dependoparvovirus	-	5106	GPV	Goose parvovirus	Cairina moschata	Muscovy duck 	Avian
KC184133	Parvovirinae	Dependoparvovirus	-	5125	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
KC478066	Parvovirinae	Dependoparvovirus	-	5050	GPV	Goose parvovirus	Cygnus olor	Mute swan	Avian
KC996729	Parvovirinae	Dependoparvovirus	-	5102	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
KC996730	Parvovirinae	Dependoparvovirus	-	5046	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
KM272560	Parvovirinae	Dependoparvovirus	-	5047	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
KP053622	Parvovirinae	Dependoparvovirus	-	1605	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
KP053623	Parvovirinae	Dependoparvovirus	-	1605	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
KP053624	Parvovirinae	Dependoparvovirus	-	1605	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
KP053625	Parvovirinae	Dependoparvovirus	-	1605	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
KP053626	Parvovirinae	Dependoparvovirus	-	1605	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
KP053627	Parvovirinae	Dependoparvovirus	-	1605	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
KP053628	Parvovirinae	Dependoparvovirus	-	1605	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
KP053629	Parvovirinae	Dependoparvovirus	-	1605	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
KP053630	Parvovirinae	Dependoparvovirus	-	1605	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
KP053631	Parvovirinae	Dependoparvovirus	-	1605	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
KP053632	Parvovirinae	Dependoparvovirus	-	1605	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
KP053633	Parvovirinae	Dependoparvovirus	-	1605	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
KP053634	Parvovirinae	Dependoparvovirus	-	1605	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
KP053635	Parvovirinae	Dependoparvovirus	-	1605	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
KP053636	Parvovirinae	Dependoparvovirus	-	1605	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
KP053637	Parvovirinae	Dependoparvovirus	-	1605	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
KP053638	Parvovirinae	Dependoparvovirus	-	1605	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
KP053639	Parvovirinae	Dependoparvovirus	-	1605	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
KP053640	Parvovirinae	Dependoparvovirus	-	1605	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
KP053641	Parvovirinae	Dependoparvovirus	-	1605	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
KP053642	Parvovirinae	Dependoparvovirus	-	1605	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
KP053643	Parvovirinae	Dependoparvovirus	-	1605	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
KP053644	Parvovirinae	Dependoparvovirus	-	1605	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
KP318884	Parvovirinae	Dependoparvovirus	-	770	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
KR029617	Parvovirinae	Dependoparvovirus	-	5106	GPV	Goose parvovirus	Cairina moschata	Muscovy duck 	Avian
KR091959	Parvovirinae	Dependoparvovirus	-	5049	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
KR091960	Parvovirinae	Dependoparvovirus	-	5049	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
KR136258	Parvovirinae	Dependoparvovirus	-	5106	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
KR265066	Parvovirinae	Dependoparvovirus	-	2199	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
KR265067	Parvovirinae	Dependoparvovirus	-	2199	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
KR265068	Parvovirinae	Dependoparvovirus	-	2199	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
KR265069	Parvovirinae	Dependoparvovirus	-	2199	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
KR265070	Parvovirinae	Dependoparvovirus	-	2199	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
KR265071	Parvovirinae	Dependoparvovirus	-	2199	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
KT232256	Parvovirinae	Dependoparvovirus	-	5104	GPV	Goose parvovirus	Anser cygnoides		Avian
KT598505	Parvovirinae	Dependoparvovirus	-	5114	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
KT598506	Parvovirinae	Dependoparvovirus	-	5106	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
KT751090	Parvovirinae	Dependoparvovirus	-	5048	GPV	Goose parvovirus	Anas platyrhynchos	Mallard	Avian
KT935529	Parvovirinae	Dependoparvovirus	-	1884	GPV	Goose parvovirus	Anas platyrhynchos	Mallard	Avian
KT935530	Parvovirinae	Dependoparvovirus	-	2199	GPV	Goose parvovirus	Anas platyrhynchos	Mallard	Avian
KT935531	Parvovirinae	Dependoparvovirus	-	5106	GPV	Goose parvovirus	Anas platyrhynchos	Mallard	Avian
KT935536	Parvovirinae	Dependoparvovirus	-	5106	GPV	Goose parvovirus	Anas platyrhynchos	Mallard	Avian
KU168314	Parvovirinae	Dependoparvovirus	-	1605	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
KU168315	Parvovirinae	Dependoparvovirus	-	1605	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
KU168316	Parvovirinae	Dependoparvovirus	-	1605	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
KU168317	Parvovirinae	Dependoparvovirus	-	1605	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
KU168318	Parvovirinae	Dependoparvovirus	-	1605	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
KU168319	Parvovirinae	Dependoparvovirus	-	1605	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
KU168320	Parvovirinae	Dependoparvovirus	-	1605	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
KU168321	Parvovirinae	Dependoparvovirus	-	1605	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
KU168322	Parvovirinae	Dependoparvovirus	-	1605	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
KU684472	Parvovirinae	Dependoparvovirus	-	4792	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
KU844283	Parvovirinae	Dependoparvovirus	-	5030	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
KX015715	Parvovirinae	Dependoparvovirus	-	1884	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
KY411078	Parvovirinae	Dependoparvovirus	-	2199	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
KY411079	Parvovirinae	Dependoparvovirus	-	1884	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
KY475562	Parvovirinae	Dependoparvovirus	-	5046	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
KY511292	Parvovirinae	Dependoparvovirus	-	5049	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
KY511293	Parvovirinae	Dependoparvovirus	-	5073	GPV	Goose parvovirus	Cairina moschata	Muscovy duck 	Avian
MF405917	Parvovirinae	Dependoparvovirus	-	2199	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
MF438102	Parvovirinae	Dependoparvovirus	-	5106	GPV	Goose parvovirus	Anas platyrhynchos	Mallard	Avian
MF441221	Parvovirinae	Dependoparvovirus	-	5054	GPV	Goose parvovirus	Anas platyrhynchos	Mallard	Avian
MF441222	Parvovirinae	Dependoparvovirus	-	5110	GPV	Goose parvovirus	Anas platyrhynchos	Mallard	Avian
MF441223	Parvovirinae	Dependoparvovirus	-	5054	GPV	Goose parvovirus	Anas platyrhynchos	Mallard	Avian
MF441224	Parvovirinae	Dependoparvovirus	-	5054	GPV	Goose parvovirus	Anas platyrhynchos	Mallard	Avian
MF441225	Parvovirinae	Dependoparvovirus	-	5054	GPV	Goose parvovirus	Anas platyrhynchos	Mallard	Avian
MF441226	Parvovirinae	Dependoparvovirus	-	5055	GPV	Goose parvovirus	Anas platyrhynchos	Mallard	Avian
MF441227	Parvovirinae	Dependoparvovirus	-	5054	GPV	Goose parvovirus	Anas platyrhynchos	Mallard	Avian
MF581303	Parvovirinae	Dependoparvovirus	-	1605	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
MF581304	Parvovirinae	Dependoparvovirus	-	1605	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
MF581305	Parvovirinae	Dependoparvovirus	-	1605	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
MF581306	Parvovirinae	Dependoparvovirus	-	1605	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
NC_001701	Parvovirinae	Dependoparvovirus	-	5106	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
U25749	Parvovirinae	Dependoparvovirus	-	5106	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
U34761	Parvovirinae	Dependoparvovirus	-	3434	GPV	Goose parvovirus	Anser anser	Greylag goose	Avian
AF166108	Parvovirinae	Dependoparvovirus	-	539	MDPv	Duck parvovirus	-		Avian
AF166109	Parvovirinae	Dependoparvovirus	-	539	MDPv	Duck parvovirus	-		Avian
AF166110	Parvovirinae	Dependoparvovirus	-	539	MDPv	Duck parvovirus	-		Avian
AF166111	Parvovirinae	Dependoparvovirus	-	539	MDPv	Duck parvovirus	-		Avian
AX496955	Parvovirinae	Dependoparvovirus	-	1884	MDPv	Muscovy duck parvovirus	Cairina moschata	Muscovy duck 	Avian
AX496959	Parvovirinae	Dependoparvovirus	-	1881	MDPv	Muscovy duck parvovirus	Cairina moschata	Muscovy duck 	Avian
AX703464	Parvovirinae	Dependoparvovirus	-	1884	MDPv	Muscovy duck parvovirus	Cairina moschata	Muscovy duck 	Avian
AX703468	Parvovirinae	Dependoparvovirus	-	1881	MDPv	Muscovy duck parvovirus	Cairina moschata	Muscovy duck 	Avian
AX720904	Parvovirinae	Dependoparvovirus	-	1884	MDPv	Muscovy duck parvovirus	Cairina moschata	Muscovy duck 	Avian
AX720908	Parvovirinae	Dependoparvovirus	-	1881	MDPv	Muscovy duck parvovirus	Cairina moschata	Muscovy duck 	Avian
AX925293	Parvovirinae	Dependoparvovirus	-	1884	MDPv	Muscovy duck parvovirus	Cairina moschata	Muscovy duck 	Avian
AX925297	Parvovirinae	Dependoparvovirus	-	1881	MDPv	Muscovy duck parvovirus	Cairina moschata	Muscovy duck 	Avian
AX925552	Parvovirinae	Dependoparvovirus	-	1884	MDPv	Muscovy duck parvovirus	Cairina moschata	Muscovy duck 	Avian
AX925556	Parvovirinae	Dependoparvovirus	-	1881	MDPv	Muscovy duck parvovirus	Cairina moschata	Muscovy duck 	Avian
AY382890	Parvovirinae	Dependoparvovirus	-	2199	MDPv	Duck parvovirus	-		Avian
AY382891	Parvovirinae	Dependoparvovirus	-	2199	MDPv	Duck parvovirus	-		Avian
AY382892	Parvovirinae	Dependoparvovirus	-	2199	MDPv	Duck parvovirus	-		Avian
AY382893	Parvovirinae	Dependoparvovirus	-	2199	MDPv	Duck parvovirus	-		Avian
AY510603	Parvovirinae	Dependoparvovirus	-	2199	MDPv	Muscovy duck parvovirus	Cairina moschata	Muscovy duck 	Avian
BD293520	Parvovirinae	Dependoparvovirus	-	1884	MDPv	Muscovy duck parvovirus	Cairina moschata	Muscovy duck 	Avian
BD293522	Parvovirinae	Dependoparvovirus	-	1881	MDPv	Muscovy duck parvovirus	Cairina moschata	Muscovy duck 	Avian
DQ250134	Parvovirinae	Dependoparvovirus	-	1884	MDPv	Duck parvovirus	-		Avian
DQ269987	Parvovirinae	Dependoparvovirus	-	587	MDPv	Duck parvovirus	Anas platyrhynchos	Mallard	Avian
DQ413026	Parvovirinae	Dependoparvovirus	-	1108	MDPv	Muscovy duck parvovirus	Cairina moschata	Muscovy duck 	Avian
EU423882	Parvovirinae	Dependoparvovirus	-	806	MDPv	Duck parvovirus	Anas platyrhynchos	Mallard	Avian
JF926697	Parvovirinae	Dependoparvovirus	-	4265	MDPv	Muscovy duck parvovirus	Cairina moschata	Muscovy duck 	Avian
JF926698	Parvovirinae	Dependoparvovirus	-	4234	MDPv	Muscovy duck parvovirus	Cairina moschata	Muscovy duck 	Avian
KC171936	Parvovirinae	Dependoparvovirus	-	5061	MDPv	Muscovy duck parvovirus	Cairina moschata	Muscovy duck 	Avian
KM093740	Parvovirinae	Dependoparvovirus	-	5132	MDPv	Muscovy duck parvovirus	Cairina moschata	Muscovy duck 	Avian
KR075689	Parvovirinae	Dependoparvovirus	-	5017	MDPv	Muscovy duck parvovirus	Cairina moschata	Muscovy duck 	Avian
KR075690	Parvovirinae	Dependoparvovirus	-	5017	MDPv	Duck parvovirus strain FJM3	Cairina moschata	Muscovy duck 	Avian
KT001203	Parvovirinae	Dependoparvovirus	-	661	MDPv	Duck parvovirus	Anas platyrhynchos	Mallard	Avian
KT343253	Parvovirinae	Dependoparvovirus	-	5006	MDPv	Duck parvovirus	Anas platyrhynchos	Mallard	Avian
KT865605	Parvovirinae	Dependoparvovirus	-	5131	MDPv	Muscovy duck parvovirus	Cairina moschata	Muscovy duck 	Avian
KU051598	Parvovirinae	Dependoparvovirus	-	643	MDPv	Duck parvovirus	Anas platyrhynchos	Mallard	Avian
KU516831	Parvovirinae	Dependoparvovirus	-	659	MDPv	Duck parvovirus	Anas platyrhynchos	Mallard	Avian
KU589294	Parvovirinae	Dependoparvovirus	-	1884	MDPv	Muscovy duck parvovirus	Cairina moschata	Muscovy duck 	Avian
KU589295	Parvovirinae	Dependoparvovirus	-	2199	MDPv	Muscovy duck parvovirus	Cairina moschata	Muscovy duck 	Avian
KU844281	Parvovirinae	Dependoparvovirus	-	5123	MDPv	Muscovy duck parvovirus	Cairina moschata	Muscovy duck 	Avian
KU844282	Parvovirinae	Dependoparvovirus	-	5118	MDPv	Muscovy duck parvovirus	Cairina moschata	Muscovy duck 	Avian
KU947420	Parvovirinae	Dependoparvovirus	-	1884	MDPv	Duck parvovirus	Anas platyrhynchos	Mallard	Avian
KX000918	Parvovirinae	Dependoparvovirus	-	5075	MDPv	Muscovy duck parvovirus	Cairina moschata	Muscovy duck 	Avian
KX384726	Parvovirinae	Dependoparvovirus	-	5104	MDPv	Duck parvovirus	Anas platyrhynchos	Mallard	Avian
KY069274	Parvovirinae	Dependoparvovirus	-	5061	MDPv	Muscovy duck parvovirus	Anas platyrhynchos	Mallard	Avian
KY511124	Parvovirinae	Dependoparvovirus	-	5053	MDPv	Duck parvovirus	Anas platyrhynchos	Mallard	Avian
