sequenceID	subfamily	genus	clade	length	name	full_name	host_sci_name	host_common_name	virus_subfamily	virus_genus
JC285046	Parvovirinae	Dependovirus	-	4642	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	Parvovirinae	Dependovirus
JC527780	Parvovirinae	Dependovirus	-	2175	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	Parvovirinae	Dependovirus
LP862068	Parvovirinae	Dependovirus	-	2175	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	Parvovirinae	Dependovirus
LQ493093	Parvovirinae	Dependovirus	-	2203	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	Parvovirinae	Dependovirus
LV472792	Parvovirinae	Dependovirus	-	2203	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	Parvovirinae	Dependovirus
LX153640	Parvovirinae	Dependovirus	-	4642	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	Parvovirinae	Dependovirus
LX153649	Parvovirinae	Dependovirus	-	2175	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	Parvovirinae	Dependovirus
LX153658	Parvovirinae	Dependovirus	-	2175	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	Parvovirinae	Dependovirus
LX275634	Parvovirinae	Dependovirus	-	2172	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	Parvovirinae	Dependovirus
LY408692	Parvovirinae	Dependovirus	-	4642	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	Parvovirinae	Dependovirus
LY408701	Parvovirinae	Dependovirus	-	2175	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	Parvovirinae	Dependovirus
LY408710	Parvovirinae	Dependovirus	-	2175	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	Parvovirinae	Dependovirus
LZ233298	Parvovirinae	Dependovirus	-	4642	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	Parvovirinae	Dependovirus
MA152554	Parvovirinae	Dependovirus	-	2175	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	Parvovirinae	Dependovirus
NC_006152	Parvovirinae	Dependovirus	-	4642	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	Parvovirinae	Dependovirus
Y18065	Parvovirinae	Dependovirus	-	4404	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	Parvovirinae	Dependovirus
AF028704	Parvovirinae	Dependovirus	-	4683	AAV-6	Adeno-associated virus 6	Homo sapiens	Human	Parvovirinae	Dependovirus
AX496943	Parvovirinae	Dependovirus	-	1872	AAV-6	Adeno-associated virus 6	Homo sapiens	Human	Parvovirinae	Dependovirus
AX703452	Parvovirinae	Dependovirus	-	1872	AAV-6	Adeno-associated virus 6	Homo sapiens	Human	Parvovirinae	Dependovirus
AX720892	Parvovirinae	Dependovirus	-	1872	AAV-6	Adeno-associated virus 6	Homo sapiens	Human	Parvovirinae	Dependovirus
AX925281	Parvovirinae	Dependovirus	-	1872	AAV-6	Adeno-associated virus 6	Homo sapiens	Human	Parvovirinae	Dependovirus
AX925540	Parvovirinae	Dependovirus	-	1872	AAV-6	Adeno-associated virus 6	Homo sapiens	Human	Parvovirinae	Dependovirus
BD293514	Parvovirinae	Dependovirus	-	1872	AAV-6	Adeno-associated virus 6	Homo sapiens	Human	Parvovirinae	Dependovirus
FB292926	Parvovirinae	Dependovirus	-	4683	AAV-6	Adeno-associated virus 6	Homo sapiens	Human	Parvovirinae	Dependovirus
HV955999	Parvovirinae	Dependovirus	-	678	AAV-6	Adeno-associated virus 6	Homo sapiens	Human	Parvovirinae	Dependovirus
HV961293	Parvovirinae	Dependovirus	-	2211	AAV-6	Adeno-associated virus 6	Homo sapiens	Human	Parvovirinae	Dependovirus
HZ796973	Parvovirinae	Dependovirus	-	678	AAV-6	Adeno-associated virus 6	Homo sapiens	Human	Parvovirinae	Dependovirus
JB292186	Parvovirinae	Dependovirus	-	4683	AAV-6	Adeno-associated virus 6	Homo sapiens	Human	Parvovirinae	Dependovirus
JC527781	Parvovirinae	Dependovirus	-	2211	AAV-6	Adeno-associated virus 6	Homo sapiens	Human	Parvovirinae	Dependovirus
LP862069	Parvovirinae	Dependovirus	-	2211	AAV-6	Adeno-associated virus 6	Homo sapiens	Human	Parvovirinae	Dependovirus
LQ396105	Parvovirinae	Dependovirus	-	4683	AAV-6	Adeno-associated virus 6	Homo sapiens	Human	Parvovirinae	Dependovirus
LQ396120	Parvovirinae	Dependovirus	-	540	AAV-6	Adeno-associated virus 6	Homo sapiens	Human	Parvovirinae	Dependovirus
LX153641	Parvovirinae	Dependovirus	-	4683	AAV-6	Adeno-associated virus 6	Homo sapiens	Human	Parvovirinae	Dependovirus
LY408693	Parvovirinae	Dependovirus	-	4683	AAV-6	Adeno-associated virus 6	Homo sapiens	Human	Parvovirinae	Dependovirus
MA152555	Parvovirinae	Dependovirus	-	2211	AAV-6	Adeno-associated virus 6	Homo sapiens	Human	Parvovirinae	Dependovirus
AF513851	Parvovirinae	Dependovirus	-	4721	AAV-7	Adeno-associated virus 7	Macaca mulatta	Rhesus macaque	Parvovirinae	Dependovirus
AX753246	Parvovirinae	Dependovirus	-	4721	AAV-7	Adeno-associated virus 7	Homo sapiens	Human	Parvovirinae	Dependovirus
CQ972062	Parvovirinae	Dependovirus	-	4721	AAV-7	Adeno-associated virus 7	Homo sapiens	Human	Parvovirinae	Dependovirus
HV956000	Parvovirinae	Dependovirus	-	681	AAV-7	Adeno-associated virus 7	Homo sapiens	Human	Parvovirinae	Dependovirus
HV961294	Parvovirinae	Dependovirus	-	2214	AAV-7	Adeno-associated virus 7	Homo sapiens	Human	Parvovirinae	Dependovirus
HZ796974	Parvovirinae	Dependovirus	-	681	AAV-7	Adeno-associated virus 7	Homo sapiens	Human	Parvovirinae	Dependovirus
JA062753	Parvovirinae	Dependovirus	-	4721	AAV-7	Adeno-associated virus 7	Homo sapiens	Human	Parvovirinae	Dependovirus
JA232004	Parvovirinae	Dependovirus	-	4721	AAV-7	Adeno-associated virus 7	Homo sapiens	Human	Parvovirinae	Dependovirus
JA232240	Parvovirinae	Dependovirus	-	4721	AAV-7	Adeno-associated virus 7	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400290	Parvovirinae	Dependovirus	-	4721	AAV-7	Adeno-associated virus 7	Homo sapiens	Human	Parvovirinae	Dependovirus
JB292187	Parvovirinae	Dependovirus	-	4721	AAV-7	Adeno-associated virus 7	Homo sapiens	Human	Parvovirinae	Dependovirus
JC527782	Parvovirinae	Dependovirus	-	2214	AAV-7	Adeno-associated virus 7	Homo sapiens	Human	Parvovirinae	Dependovirus
LP862070	Parvovirinae	Dependovirus	-	2214	AAV-7	Adeno-associated virus 7	Homo sapiens	Human	Parvovirinae	Dependovirus
LX153642	Parvovirinae	Dependovirus	-	4721	AAV-7	Adeno-associated virus 7	Homo sapiens	Human	Parvovirinae	Dependovirus
LY408694	Parvovirinae	Dependovirus	-	4721	AAV-7	Adeno-associated virus 7	Homo sapiens	Human	Parvovirinae	Dependovirus
MA152556	Parvovirinae	Dependovirus	-	2214	AAV-7	Adeno-associated virus 7	Homo sapiens	Human	Parvovirinae	Dependovirus
NC_006260	Parvovirinae	Dependovirus	-	4721	AAV-7	Adeno-associated virus 7	Macaca mulatta	Rhesus macaque	Parvovirinae	Dependovirus
AF513852	Parvovirinae	Dependovirus	-	4393	AAV-8	Adeno-associated virus 8	Macaca mulatta	Rhesus macaque	Parvovirinae	Dependovirus
AX753249	Parvovirinae	Dependovirus	-	4393	AAV-8	Adeno-associated virus 8	Homo sapiens	Human	Parvovirinae	Dependovirus
CQ972063	Parvovirinae	Dependovirus	-	4393	AAV-8	Adeno-associated virus 8	Homo sapiens	Human	Parvovirinae	Dependovirus
HV956001	Parvovirinae	Dependovirus	-	684	AAV-8	Adeno-associated virus 8	Homo sapiens	Human	Parvovirinae	Dependovirus
HV961295	Parvovirinae	Dependovirus	-	1908	AAV-8	Adeno-associated virus 8	Homo sapiens	Human	Parvovirinae	Dependovirus
HW917029	Parvovirinae	Dependovirus	-	4393	AAV-8	Adeno-associated virus 8	Homo sapiens	Human	Parvovirinae	Dependovirus
HZ796975	Parvovirinae	Dependovirus	-	684	AAV-8	Adeno-associated virus 8	Homo sapiens	Human	Parvovirinae	Dependovirus
JA062755	Parvovirinae	Dependovirus	-	4393	AAV-8	Adeno-associated virus 8	Homo sapiens	Human	Parvovirinae	Dependovirus
JA232006	Parvovirinae	Dependovirus	-	4393	AAV-8	Adeno-associated virus 8	Homo sapiens	Human	Parvovirinae	Dependovirus
JA232242	Parvovirinae	Dependovirus	-	4393	AAV-8	Adeno-associated virus 8	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400292	Parvovirinae	Dependovirus	-	4393	AAV-8	Adeno-associated virus 8	Homo sapiens	Human	Parvovirinae	Dependovirus
JA431384	Parvovirinae	Dependovirus	-	4393	AAV-8	Adeno-associated virus 8	Homo sapiens	Human	Parvovirinae	Dependovirus
JB292188	Parvovirinae	Dependovirus	-	4393	AAV-8	Adeno-associated virus 8	Homo sapiens	Human	Parvovirinae	Dependovirus
JC527783	Parvovirinae	Dependovirus	-	1908	AAV-8	Adeno-associated virus 8	Homo sapiens	Human	Parvovirinae	Dependovirus
LP862071	Parvovirinae	Dependovirus	-	1908	AAV-8	Adeno-associated virus 8	Homo sapiens	Human	Parvovirinae	Dependovirus
LX153643	Parvovirinae	Dependovirus	-	4393	AAV-8	Adeno-associated virus 8	Homo sapiens	Human	Parvovirinae	Dependovirus
LY408695	Parvovirinae	Dependovirus	-	4393	AAV-8	Adeno-associated virus 8	Homo sapiens	Human	Parvovirinae	Dependovirus
MA152557	Parvovirinae	Dependovirus	-	1908	AAV-8	Adeno-associated virus 8	Homo sapiens	Human	Parvovirinae	Dependovirus
NC_006261	Parvovirinae	Dependovirus	-	4393	AAV-8	Adeno-associated virus 8	Macaca mulatta	Rhesus macaque	Parvovirinae	Dependovirus
AX753250	Parvovirinae	Dependovirus	-	4385	AAV-9	Adeno-associated virus 9	Homo sapiens	Human	Parvovirinae	Dependovirus
AY530579	Parvovirinae	Dependovirus	-	2211	AAV-9	Adeno-associated virus 9	Homo sapiens	Human	Parvovirinae	Dependovirus
HV749700	Parvovirinae	Dependovirus	-	2208	AAV-9	Adeno-associated virus 9	Homo sapiens	Human	Parvovirinae	Dependovirus
HV956002	Parvovirinae	Dependovirus	-	681	AAV-9	Adeno-associated virus 9	Homo sapiens	Human	Parvovirinae	Dependovirus
HV961296	Parvovirinae	Dependovirus	-	2211	AAV-9	Adeno-associated virus 9	Homo sapiens	Human	Parvovirinae	Dependovirus
HW904392	Parvovirinae	Dependovirus	-	2208	AAV-9	Adeno-associated virus 9	Homo sapiens	Human	Parvovirinae	Dependovirus
HZ796976	Parvovirinae	Dependovirus	-	681	AAV-9	Adeno-associated virus 9	Homo sapiens	Human	Parvovirinae	Dependovirus
JB292189	Parvovirinae	Dependovirus	-	4385	AAV-9	Adeno-associated virus 9	Homo sapiens	Human	Parvovirinae	Dependovirus
JC527784	Parvovirinae	Dependovirus	-	2211	AAV-9	Adeno-associated virus 9	Homo sapiens	Human	Parvovirinae	Dependovirus
LP862072	Parvovirinae	Dependovirus	-	2211	AAV-9	Adeno-associated virus 9	Homo sapiens	Human	Parvovirinae	Dependovirus
LP994399	Parvovirinae	Dependovirus	-	1866	AAV-9	Adeno-associated virus 9	Homo sapiens	Human	Parvovirinae	Dependovirus
LP994400	Parvovirinae	Dependovirus	-	1194	AAV-9	Adeno-associated virus 9	Homo sapiens	Human	Parvovirinae	Dependovirus
LP994401	Parvovirinae	Dependovirus	-	2211	AAV-9	Adeno-associated virus 9	Homo sapiens	Human	Parvovirinae	Dependovirus
LP994402	Parvovirinae	Dependovirus	-	1800	AAV-9	Adeno-associated virus 9	Homo sapiens	Human	Parvovirinae	Dependovirus
LQ502504	Parvovirinae	Dependovirus	-	2211	AAV-9	Adeno-associated virus 9	Homo sapiens	Human	Parvovirinae	Dependovirus
LX153644	Parvovirinae	Dependovirus	-	4385	AAV-9	Adeno-associated virus 9	Homo sapiens	Human	Parvovirinae	Dependovirus
LX153677	Parvovirinae	Dependovirus	-	4382	AAV-9	Adeno-associated virus 9	Homo sapiens	Human	Parvovirinae	Dependovirus
LY408696	Parvovirinae	Dependovirus	-	4385	AAV-9	Adeno-associated virus 9	Homo sapiens	Human	Parvovirinae	Dependovirus
LY408729	Parvovirinae	Dependovirus	-	4382	AAV-9	Adeno-associated virus 9	Homo sapiens	Human	Parvovirinae	Dependovirus
MA152558	Parvovirinae	Dependovirus	-	2211	AAV-9	Adeno-associated virus 9	Homo sapiens	Human	Parvovirinae	Dependovirus
GU226971	Parvovirinae	Dependovirus	-	4286	AAV-bat	Bat adeno-associated virus YNM	Myotis ricketti	Rickett's big-footed bat	Parvovirinae	Dependovirus
HM228878	Parvovirinae	Dependovirus	-	500	AAV-bat	Bat adeno-associated virus GF-4a	bat		Parvovirinae	Dependovirus
JN857331	Parvovirinae	Dependovirus	-	573	AAV-bat	Bat feces associated picorna-like virus SC2797	-		Parvovirinae	Dependovirus
MF682926	Parvovirinae	Dependovirus	-	4253	AAV-bat	Rhinolophus pusillus adeno-associated virus 1	Rhinolophus pusillus	Chinese rufous horseshoe bat	Parvovirinae	Dependovirus
MF682927	Parvovirinae	Dependovirus	-	4332	AAV-bat	Rhinolophus sinicus adeno-associated virus 1	Rhinolophus sinicus	Chinese rufous horseshoe bat	Parvovirinae	Dependovirus
MG745677	Parvovirinae	Dependovirus	-	4894	AAV-bat	Desmodus rotundus dependoparvovirus	Desmodus rotundus	Vampire bat	Parvovirinae	Dependovirus
MH167451	Parvovirinae	Dependovirus	-	2175	AAV-bat	Bat adeno-associated virus	bat		Parvovirinae	Dependovirus
MH167452	Parvovirinae	Dependovirus	-	2175	AAV-bat	Bat adeno-associated virus	bat		Parvovirinae	Dependovirus
MH167453	Parvovirinae	Dependovirus	-	2166	AAV-bat	Bat adeno-associated virus	bat		Parvovirinae	Dependovirus
MH167454	Parvovirinae	Dependovirus	-	2175	AAV-bat	Bat adeno-associated virus	Myotis ricketti	Rickett's big-footed bat	Parvovirinae	Dependovirus
NC_006263	Parvovirinae	Dependovirus	-	4682	AAV-bat	Avian adeno-associated virus strain DA-1	Gallus gallus	Domestic chicken	Parvovirinae	Dependovirus
NC_014468	Parvovirinae	Dependovirus	-	4286	AAV-bat	Bat adeno-associated virus YNM	Myotis ricketti	Rickett's big-footed bat	Parvovirinae	Dependovirus
AY388617	Parvovirinae	Dependovirus	-	4693	AAV-Bo.1	Bovine adeno-associated virus	Bos taurus	Domestic cow	Parvovirinae	Dependovirus
HV956006	Parvovirinae	Dependovirus	-	600	AAV-Bo.1	Bovine adeno-associated virus	Bos taurus	Domestic cow	Parvovirinae	Dependovirus
HZ796980	Parvovirinae	Dependovirus	-	600	AAV-Bo.1	Bovine adeno-associated virus	Bos taurus	Domestic cow	Parvovirinae	Dependovirus
KP264981	Parvovirinae	Dependovirus	-	4410	AAV-Bo.1	Bovine adeno-associated virus	Bos taurus	Domestic cow	Parvovirinae	Dependovirus
NC_005889	Parvovirinae	Dependovirus	-	4693	AAV-Bo.1	Bovine adeno-associated virus	Bos taurus	Domestic cow	Parvovirinae	Dependovirus
JN420371	Parvovirinae	Dependovirus	-	4467	AAV-carnivore	California sea lion adeno-associated virus 1	Zalophus californianus 	California sea lion	Parvovirinae	Dependovirus
JN420372	Parvovirinae	Dependovirus	-	4395	AAV-carnivore	California sea lion adeno-associated virus 1	Zalophus californianus 	California sea lion	Parvovirinae	Dependovirus
KC878874	Parvovirinae	Dependovirus	-	1680	AAV-carnivore	Fox adeno-associated virus	Vulpes vulpes	Red fox	Parvovirinae	Dependovirus
KP733796	Parvovirinae	Dependovirus	-	1487	AAV-chameleon	Pygmy chameleon parvovirus	Rieppeleon brevicaudatus 	Short-tailed pygmy chameleon	Parvovirinae	Dependovirus
KP733794	Parvovirinae	Dependovirus	-	4590	AAV-dragon	Bearded dragon parvovirus	Pogona vitticeps 	Bearded dragon	Parvovirinae	Dependovirus
NC_027429	Parvovirinae	Dependovirus	-	4590	AAV-dragon	Bearded dragon parvovirus	Pogona vitticeps 	Bearded dragon	Parvovirinae	Dependovirus
AY724675	Parvovirinae	Dependovirus	-	2209	AAV-Go.1	Adeno-associated virus-Go.1	Capra hircus	Domestic goat	Parvovirinae	Dependovirus
DQ335246	Parvovirinae	Dependovirus	-	4636	AAV-Go.1	Adeno-associated virus-Go.1	Capra hircus	Domestic goat	Parvovirinae	Dependovirus
DQ100362	Parvovirinae	Dependovirus	-	2523	AAV-mo-1	Mouse adeno-associated virus 1	Mus musculus	House mouse	Parvovirinae	Dependovirus
HV956009	Parvovirinae	Dependovirus	-	534	AAV-mo-1	Mouse adeno-associated virus 1	Mus musculus	House mouse	Parvovirinae	Dependovirus
HZ796983	Parvovirinae	Dependovirus	-	534	AAV-mo-1	Mouse adeno-associated virus 1	Mus musculus	House mouse	Parvovirinae	Dependovirus
MF416383	Parvovirinae	Dependovirus	-	4339	AAV-mo-1	Murine adeno-associated virus 1	Mus musculus	House mouse	Parvovirinae	Dependovirus
MF416384	Parvovirinae	Dependovirus	-	4449	AAV-mo-2	Murine adeno-associated virus 2	Mus musculus	House mouse	Parvovirinae	Dependovirus
FJ688147	Parvovirinae	Dependovirus	-	2977	AAV-Po.1	Adeno-associated virus Po1	Sus scrofa domesticus	Domestic pig	Parvovirinae	Dependovirus
FJ688148	Parvovirinae	Dependovirus	-	1338	AAV-Po.2	Adeno-associated virus Po2	Sus scrofa domesticus	Domestic pig	Parvovirinae	Dependovirus
FJ688146	Parvovirinae	Dependovirus	-	1500	AAV-Po.3	Adeno-associated virus Po3	Sus scrofa domesticus	Domestic pig	Parvovirinae	Dependovirus
DQ100363	Parvovirinae	Dependovirus	-	2538	AAV-rat	Rat adeno-associated virus 1	Rattus norvegicus	Brown rat	Parvovirinae	Dependovirus
HV956012	Parvovirinae	Dependovirus	-	756	AAV-rat	Rat adeno-associated virus 1	Rattus norvegicus	Brown rat	Parvovirinae	Dependovirus
HZ796986	Parvovirinae	Dependovirus	-	756	AAV-rat	Rat adeno-associated virus 1	Rattus norvegicus	Brown rat	Parvovirinae	Dependovirus
EU872429	Parvovirinae	Dependovirus	-	1297	AAV-Serp-2	Serpentine adeno-associated virus 2	Trimeresurus hageni		Parvovirinae	Dependovirus
KP733795	Parvovirinae	Dependovirus	-	1821	AAV-Serp-X	Corn snake parvovirus	Pantherophis guttatus 	Corn snake	Parvovirinae	Dependovirus
AY186198	Parvovirinae	Dependovirus	-	4694	Avian-AAV	Avian adeno-associated virus ATCC VR-865	Gallus gallus	Domestic chicken	Parvovirinae	Dependovirus
AY629582	Parvovirinae	Dependovirus	-	4694	Avian-AAV	Avian adeno-associated virus ATCC VR-865	Gallus gallus	Domestic chicken	Parvovirinae	Dependovirus
AY629583	Parvovirinae	Dependovirus	-	4682	Avian-AAV	Avian adeno-associated virus strain DA-1	Gallus gallus	Domestic chicken	Parvovirinae	Dependovirus
GQ368252	Parvovirinae	Dependovirus	-	4684	Avian-AAV	Avian adeno-associated virus	Gallus gallus	Domestic chicken	Parvovirinae	Dependovirus
HV956007	Parvovirinae	Dependovirus	-	789	Avian-AAV	Avian adeno-associated virus ATCC VR-865	Gallus gallus	Domestic chicken	Parvovirinae	Dependovirus
HV956010	Parvovirinae	Dependovirus	-	723	Avian-AAV	Avian adeno-associated virus strain DA-1	Gallus gallus	Domestic chicken	Parvovirinae	Dependovirus
HZ796981	Parvovirinae	Dependovirus	-	789	Avian-AAV	Avian adeno-associated virus ATCC VR-865	Gallus gallus	Domestic chicken	Parvovirinae	Dependovirus
HZ796984	Parvovirinae	Dependovirus	-	723	Avian-AAV	Avian adeno-associated virus strain DA-1	Gallus gallus	Domestic chicken	Parvovirinae	Dependovirus
KF937794	Parvovirinae	Dependovirus	-	4682	Avian-AAV	Avian adeno-associated virus	Gallus gallus	Domestic chicken	Parvovirinae	Dependovirus
NC_004828	Parvovirinae	Dependovirus	-	4694	Avian-AAV	Avian adeno-associated virus ATCC VR-865	Gallus gallus	Domestic chicken	Parvovirinae	Dependovirus
AF166102	Parvovirinae	Dependovirus	-	539	GPV	Goose parvovirus	-		Parvovirinae	Dependovirus
AF166103	Parvovirinae	Dependovirus	-	539	GPV	Goose parvovirus	-		Parvovirinae	Dependovirus
AF166104	Parvovirinae	Dependovirus	-	539	GPV	Goose parvovirus	-		Parvovirinae	Dependovirus
AF166105	Parvovirinae	Dependovirus	-	539	GPV	Goose parvovirus	-		Parvovirinae	Dependovirus
AF166106	Parvovirinae	Dependovirus	-	539	GPV	Goose parvovirus	-		Parvovirinae	Dependovirus
AF166107	Parvovirinae	Dependovirus	-	539	GPV	Goose parvovirus	-		Parvovirinae	Dependovirus
AF416726	Parvovirinae	Dependovirus	-	4101	GPV	Goose parvovirus	Anser anser	Greylag goose	Parvovirinae	Dependovirus
AX496957	Parvovirinae	Dependovirus	-	1884	GPV	Goose parvovirus	-		Parvovirinae	Dependovirus
AX496961	Parvovirinae	Dependovirus	-	1386	GPV	Goose parvovirus	-		Parvovirinae	Dependovirus
AX703466	Parvovirinae	Dependovirus	-	1884	GPV	Goose parvovirus	-		Parvovirinae	Dependovirus
AX703470	Parvovirinae	Dependovirus	-	1386	GPV	Goose parvovirus	-		Parvovirinae	Dependovirus
AX720906	Parvovirinae	Dependovirus	-	1884	GPV	Goose parvovirus	-		Parvovirinae	Dependovirus
AX720910	Parvovirinae	Dependovirus	-	1386	GPV	Goose parvovirus	-		Parvovirinae	Dependovirus
AX925295	Parvovirinae	Dependovirus	-	1884	GPV	Goose parvovirus	-		Parvovirinae	Dependovirus
AX925299	Parvovirinae	Dependovirus	-	1386	GPV	Goose parvovirus	-		Parvovirinae	Dependovirus
AX925554	Parvovirinae	Dependovirus	-	1884	GPV	Goose parvovirus	-		Parvovirinae	Dependovirus
AX925558	Parvovirinae	Dependovirus	-	1386	GPV	Goose parvovirus	-		Parvovirinae	Dependovirus
AY382883	Parvovirinae	Dependovirus	-	2199	GPV	Goose parvovirus	-		Parvovirinae	Dependovirus
AY382884	Parvovirinae	Dependovirus	-	2199	GPV	Goose parvovirus	-		Parvovirinae	Dependovirus
AY382885	Parvovirinae	Dependovirus	-	2199	GPV	Goose parvovirus	-		Parvovirinae	Dependovirus
AY382886	Parvovirinae	Dependovirus	-	2199	GPV	Goose parvovirus	-		Parvovirinae	Dependovirus
AY382887	Parvovirinae	Dependovirus	-	2199	GPV	Goose parvovirus	-		Parvovirinae	Dependovirus
AY382888	Parvovirinae	Dependovirus	-	2199	GPV	Goose parvovirus	-		Parvovirinae	Dependovirus
AY382889	Parvovirinae	Dependovirus	-	2199	GPV	Goose parvovirus	-		Parvovirinae	Dependovirus
AY506546	Parvovirinae	Dependovirus	-	1884	GPV	Goose parvovirus	Anser anser	Greylag goose	Parvovirinae	Dependovirus
AY506547	Parvovirinae	Dependovirus	-	2199	GPV	Goose parvovirus	Anser anser	Greylag goose	Parvovirinae	Dependovirus
AY512830	Parvovirinae	Dependovirus	-	2199	GPV	Goose parvovirus	-		Parvovirinae	Dependovirus
BD293521	Parvovirinae	Dependovirus	-	1884	GPV	Goose parvovirus	-		Parvovirinae	Dependovirus
BD293523	Parvovirinae	Dependovirus	-	1386	GPV	Goose parvovirus	-		Parvovirinae	Dependovirus
DQ175641	Parvovirinae	Dependovirus	-	806	GPV	Goose parvovirus	Anser anser	Greylag goose	Parvovirinae	Dependovirus
DQ175642	Parvovirinae	Dependovirus	-	806	GPV	Goose parvovirus	Anser anser	Greylag goose	Parvovirinae	Dependovirus
DQ175643	Parvovirinae	Dependovirus	-	806	GPV	Goose parvovirus	Anas platyrhynchos	Mallard	Parvovirinae	Dependovirus
DQ175644	Parvovirinae	Dependovirus	-	806	GPV	Goose parvovirus	Cairina moschata	Muscovy duck 	Parvovirinae	Dependovirus
DQ175645	Parvovirinae	Dependovirus	-	806	GPV	Goose parvovirus	Anser anser	Greylag goose	Parvovirinae	Dependovirus
DQ175646	Parvovirinae	Dependovirus	-	806	GPV	Goose parvovirus	Anser anser	Greylag goose	Parvovirinae	Dependovirus
DQ175647	Parvovirinae	Dependovirus	-	806	GPV	Goose parvovirus	-		Parvovirinae	Dependovirus
DQ175648	Parvovirinae	Dependovirus	-	806	GPV	Goose parvovirus	Anser anser	Greylag goose	Parvovirinae	Dependovirus
DQ175649	Parvovirinae	Dependovirus	-	806	GPV	Goose parvovirus	Anser anser	Greylag goose	Parvovirinae	Dependovirus
DQ175650	Parvovirinae	Dependovirus	-	806	GPV	Goose parvovirus	-		Parvovirinae	Dependovirus
DQ175651	Parvovirinae	Dependovirus	-	806	GPV	Goose parvovirus	Anser anser	Greylag goose	Parvovirinae	Dependovirus
DQ175652	Parvovirinae	Dependovirus	-	806	GPV	Goose parvovirus	Anas platyrhynchos	Mallard	Parvovirinae	Dependovirus
DQ175653	Parvovirinae	Dependovirus	-	806	GPV	Goose parvovirus	-		Parvovirinae	Dependovirus
DQ175654	Parvovirinae	Dependovirus	-	806	GPV	Goose parvovirus	-		Parvovirinae	Dependovirus
DQ175655	Parvovirinae	Dependovirus	-	806	GPV	Goose parvovirus	-		Parvovirinae	Dependovirus
DQ175656	Parvovirinae	Dependovirus	-	806	GPV	Goose parvovirus	Cairina moschata	Muscovy duck 	Parvovirinae	Dependovirus
DQ175657	Parvovirinae	Dependovirus	-	1764	GPV	Goose parvovirus	Cairina moschata	Muscovy duck 	Parvovirinae	Dependovirus
DQ175658	Parvovirinae	Dependovirus	-	806	GPV	Goose parvovirus	Cairina moschata	Muscovy duck 	Parvovirinae	Dependovirus
DQ299421	Parvovirinae	Dependovirus	-	1605	GPV	Goose parvovirus	-		Parvovirinae	Dependovirus
DQ424911	Parvovirinae	Dependovirus	-	1605	GPV	Goose parvovirus	-		Parvovirinae	Dependovirus
DQ665790	Parvovirinae	Dependovirus	-	1605	GPV	Goose parvovirus	Anser anser	Greylag goose	Parvovirinae	Dependovirus
EF014898	Parvovirinae	Dependovirus	-	1605	GPV	Goose parvovirus	Anser anser	Greylag goose	Parvovirinae	Dependovirus
EF014899	Parvovirinae	Dependovirus	-	1605	GPV	Goose parvovirus	Anser anser	Greylag goose	Parvovirinae	Dependovirus
EF014900	Parvovirinae	Dependovirus	-	1605	GPV	Goose parvovirus	Anser anser	Greylag goose	Parvovirinae	Dependovirus
EF014901	Parvovirinae	Dependovirus	-	1605	GPV	Goose parvovirus	Anser anser	Greylag goose	Parvovirinae	Dependovirus
EF014902	Parvovirinae	Dependovirus	-	1605	GPV	Goose parvovirus	Anser anser	Greylag goose	Parvovirinae	Dependovirus
EF014903	Parvovirinae	Dependovirus	-	1605	GPV	Goose parvovirus	Anser anser	Greylag goose	Parvovirinae	Dependovirus
EF014904	Parvovirinae	Dependovirus	-	1605	GPV	Goose parvovirus	Anser anser	Greylag goose	Parvovirinae	Dependovirus
EF014905	Parvovirinae	Dependovirus	-	1605	GPV	Goose parvovirus	-		Parvovirinae	Dependovirus
EF427928	Parvovirinae	Dependovirus	-	1646	GPV	Goose parvovirus	Anser anser	Greylag goose	Parvovirinae	Dependovirus
EF515837	Parvovirinae	Dependovirus	-	4101	GPV	Goose parvovirus	Cairina moschata	Muscovy duck 	Parvovirinae	Dependovirus
EF661584	Parvovirinae	Dependovirus	-	1764	GPV	Goose parvovirus	-		Parvovirinae	Dependovirus
EU022755	Parvovirinae	Dependovirus	-	1884	GPV	Goose parvovirus	-		Parvovirinae	Dependovirus
EU088101	Parvovirinae	Dependovirus	-	2199	GPV	Goose parvovirus	-		Parvovirinae	Dependovirus
EU088102	Parvovirinae	Dependovirus	-	2199	GPV	Goose parvovirus	-		Parvovirinae	Dependovirus
